Data;Abertura;Maxima;Minima;Fechamento
02/01/2003;14154.32;14685.41;14154.32;14648.36
03/01/2003;14759.52;14932.43;14648.36;14673.06
06/01/2003;14747.17;15154.75;14734.82;15130.05
07/01/2003;15006.54;15142.4;14907.73;15006.54
08/01/2003;14994.19;15117.7;14636.01;14685.41
09/01/2003;14636.01;15080.65;14636.01;15018.89
10/01/2003;15068.3;15401.78;15055.95;15377.07
13/01/2003;15438.83;15537.64;15142.4;15228.86
14/01/2003;15253.56;15340.02;15154.75;15327.67
15/01/2003;15191.81;15216.51;14870.68;14969.49
16/01/2003;15043.6;15315.32;14907.73;14920.08
17/01/2003;14808.92;14839.8;14561.9;14648.36
20/01/2003;14759.52;14759.52;14426.04;14561.9
21/01/2003;14685.41;14753.34;14216.07;14228.42
22/01/2003;14191.37;14290.18;13845.54;13882.59
23/01/2003;13981.4;14129.62;13722.03;13894.95
24/01/2003;13956.7;13969.06;13351.5;13413.25
27/01/2003;13129.18;13376.2;12993.32;13104.48
28/01/2003;13252.69;13314.45;13030.37;13042.72
29/01/2003;12900.68;13536.77;12771;13524.41
30/01/2003;13579.99;13697.33;13252.69;13302.1
31/01/2003;13400.91;13684.98;13302.1;13549.12
03/02/2003;13697.33;13808.49;13437.96;13499.71
04/02/2003;13376.2;13400.91;13042.72;13067.42
05/02/2003;13030.37;13314.45;13005.67;13092.13
06/02/2003;13030.37;13116.83;12783.35;13116.83
07/02/2003;13141.53;13227.99;12783.35;12783.35
10/02/2003;12733.94;13042.72;12696.89;12968.62
11/02/2003;13085.95;13184.76;12931.56;12968.62
12/02/2003;12766.72;13063.63;12766.72;12938.93
13/02/2003;12885.48;12938.93;12386.69;12398.57
14/02/2003;12505.45;12588.58;12196.67;12374.82
17/02/2003;12529.2;12576.71;12434.19;12541.08
18/02/2003;12576.71;12861.73;12552.96;12802.35
19/02/2003;12719.22;12814.23;12469.82;12505.45
20/02/2003;12552.96;12600.46;12351.06;12505.45
21/02/2003;12517.33;12683.59;12374.82;12659.84
24/02/2003;12683.59;12790.48;12541.08;12564.83
25/02/2003;12452.01;12505.45;12256.06;12469.82
26/02/2003;12469.82;12600.46;12149.17;12172.92
27/02/2003;12137.29;12410.44;12125.42;12410.44
28/02/2003;12410.44;12600.46;12351.06;12588.58
05/03/2003;12410.44;12636.09;12351.06;12636.09
06/03/2003;12695.47;13004.24;12659.84;12980.49
07/03/2003;12885.48;13182.38;12731.1;13099.25
10/03/2003;12968.62;12968.62;12481.7;12493.58
11/03/2003;12564.83;12647.96;12374.82;12517.33
12/03/2003;12434.19;12897.36;12327.31;12897.36
13/03/2003;12927.05;13158.63;12921.11;13134.88
14/03/2003;13241.76;13348.65;13004.24;13134.88
17/03/2003;12885.48;13277.39;12849.86;13134.88
18/03/2003;13271.45;13538.67;13182.38;13455.53
19/03/2003;13479.29;13514.91;13194.26;13289.27
20/03/2003;13301.14;13491.16;13075.5;13479.29
21/03/2003;13538.67;13799.94;13538.67;13776.19
24/03/2003;13538.67;13568.36;13241.76;13301.14
25/03/2003;13396.15;13538.67;13289.27;13491.16
26/03/2003;13550.54;13609.92;13419.91;13467.41
27/03/2003;13384.28;13550.54;13218.01;13520.85
28/03/2003;13425.84;13740.56;13408.03;13681.18
31/03/2003;13479.29;13598.05;13408.03;13467.41
01/04/2003;13538.67;13942.45;13538.67;13942.45
02/04/2003;14096.84;14381.86;14096.84;14215.6
03/04/2003;14334.36;14512.5;14227.47;14369.99
04/04/2003;14476.87;14518.44;14227.47;14417.49
07/04/2003;14726.27;14845.03;14417.49;14465
08/04/2003;14465;14571.88;13966.2;14013.71
09/04/2003;13989.96;14215.6;13883.07;13942.45
10/04/2003;13942.45;14061.21;13740.56;13811.81
11/04/2003;13835.56;14037.46;13776.19;14013.71
14/04/2003;14108.71;14191.85;13924.64;14185.91
15/04/2003;14203.72;14453.12;14073.09;14429.37
16/04/2003;14417.94;14566.46;14212.3;14349.39
17/04/2003;14360.82;14783.53;14326.55;14726.41
22/04/2003;14623.59;14829.23;14475.07;14794.96
23/04/2003;14794.96;14794.96;14543.61;14714.98
24/04/2003;14737.83;14749.26;14280.85;14315.12
25/04/2003;14303.69;14406.52;14183.74;14292.27
28/04/2003;14320.83;14737.83;14132.33;14726.41
29/04/2003;14709.27;15126.27;14703.56;14977.75
30/04/2003;15012.02;15137.7;14794.96;14817.81
02/05/2003;14760.68;15160.55;14760.68;15114.85
05/05/2003;15103.42;15171.97;14943.48;15046.3
06/05/2003;15023.45;15114.85;14794.96;14886.35
07/05/2003;14932.05;15263.37;14852.08;15217.67
08/05/2003;15200.53;15309.07;15057.72;15183.4
09/05/2003;15297.64;15571.84;15274.79;15514.71
12/05/2003;15480.44;15674.66;15343.34;15640.38
13/05/2003;15640.38;15903.15;15640.38;15720.36
14/05/2003;15697.51;15777.48;15606.11;15754.63
15/05/2003;15743.21;15743.21;15251.94;15263.37
16/05/2003;15229.1;15480.44;15012.02;15434.74
19/05/2003;15366.19;15366.19;14806.38;14863.5
21/05/2003;14886.5;15346.31;14714.07;15277.34
22/05/2003;15288.83;15438.27;15173.88;15334.81
23/05/2003;15357.8;15530.23;15219.86;15392.29
26/05/2003;15461.26;15472.76;14978.46;14989.95
27/05/2003;14989.95;15564.72;14852.01;15484.26
28/05/2003;15484.26;15679.67;15449.77;15553.23
29/05/2003;15547.48;15771.64;15472.76;15633.69
30/05/2003;15622.2;15794.63;15530.23;15656.68
02/06/2003;15702.67;15737.15;15357.8;15369.3
03/06/2003;15380.8;15564.72;15231.36;15553.23
04/06/2003;15576.22;16001.55;15576.22;15932.57
05/06/2003;15926.82;16150.98;15817.62;16024.54
06/06/2003;16036.03;16380.89;16024.54;16162.48
09/06/2003;16093.51;16173.98;15990.05;16070.52
10/06/2003;16093.51;16323.42;15978.55;16093.51
11/06/2003;16093.51;16116.5;15863.6;16013.04
12/06/2003;16024.54;16208.46;15840.61;16150.98
13/06/2003;16150.98;16277.44;15760.14;15898.09
16/06/2003;15921.08;16127.99;15875.1;15978.55
17/06/2003;15955.56;16127.99;15783.14;15852.11
18/06/2003;15929.81;15952.01;15419.17;15580.13
20/06/2003;15519.08;15519.08;14997.34;15019.54
23/06/2003;15052.84;15241.56;14819.72;14886.33
24/06/2003;14952.93;15174.95;14930.73;15019.54
25/06/2003;15019.54;15197.15;14819.72;14853.02
26/06/2003;14836.37;15197.15;14742.01;14964.03
27/06/2003;14936.28;15075.04;14764.22;14841.92
30/06/2003;14864.13;14875.23;14697.61;14819.72
01/07/2003;14808.62;15141.65;14653.21;15141.65
02/07/2003;15119.45;15219.35;15041.74;15141.65
03/07/2003;15141.65;15141.65;14908.53;14919.63
04/07/2003;14930.73;15052.84;14764.22;15052.84
07/07/2003;15041.74;15208.25;15041.74;15163.85
08/07/2003;15152.75;15435.82;15075.04;15419.17
10/07/2003;15319.26;15319.26;15097.24;15186.05
11/07/2003;15197.15;15230.46;14908.53;14964.03
14/07/2003;15041.74;15419.17;15041.74;15385.87
15/07/2003;15396.97;15519.08;15297.06;15419.17
16/07/2003;15430.27;15485.78;15174.95;15252.66
17/07/2003;15252.66;15396.97;15119.45;15385.87
18/07/2003;15352.56;15563.48;15352.56;15541.28
21/07/2003;15519.08;15607.89;15352.56;15352.56
22/07/2003;15341.46;15596.78;15330.36;15574.58
23/07/2003;15585.68;15696.69;15363.67;15396.97
25/07/2003;15396.97;15508.3;15263.37;15419.23
28/07/2003;15396.97;15419.23;15196.58;15218.84
29/07/2003;15229.97;15307.9;15163.18;15218.84
30/07/2003;15196.58;15285.64;14985.05;15029.58
31/07/2003;15018.44;15185.44;15012.88;15096.38
01/08/2003;15085.24;15085.24;14651.06;14673.32
04/08/2003;14628.79;14751.25;14239.13;14450.66
05/08/2003;14450.66;14628.79;14439.53;14595.39
06/08/2003;14584.26;14651.06;14283.67;14395
07/08/2003;14317.07;14907.12;14317.07;14907.12
08/08/2003;14907.12;15074.11;14884.85;15018.44
11/08/2003;15051.85;15163.18;14907.12;15152.04
12/08/2003;15163.18;15285.64;15096.38;15118.64
13/08/2003;15134.88;15367.55;15075.35;15194.4
14/08/2003;15216.04;15454.13;15032.06;15443.31
15/08/2003;15389.2;15562.35;15259.33;15508.24
18/08/2003;15540.71;15832.91;15540.71;15832.91
19/08/2003;15843.73;15919.49;15724.69;15832.91
20/08/2003;15822.09;16200.87;15659.75;16179.22
21/08/2003;16125.11;16341.55;15995.24;16287.44
22/08/2003;16276.62;16460.6;16190.04;16222.51
25/08/2003;16162.99;16395.67;16006.06;16125.11
26/08/2003;16092.64;16644.58;16016.89;16558
27/08/2003;16558;16828.55;16525.53;16796.09
28/08/2003;16817.73;16969.24;16558;16698.69
29/08/2003;16709.51;16806.91;16493.06;16763.62
01/09/2003;16752.8;17045;16698.69;17034.18
02/09/2003;17012.53;17142.4;16925.96;17109.93
03/09/2003;17088.29;17315.55;17055.82;17196.51
04/09/2003;17207.33;17477.89;17099.11;17283.09
05/09/2003;17304.73;17586.11;17142.4;17532
08/09/2003;17569.88;17813.38;17488.71;17640.22
09/09/2003;17613.17;17661.87;17272.26;17337.2
10/09/2003;17348.02;17607.75;17153.22;17596.93
11/09/2003;17607.75;18051.46;17575.29;17856.67
12/09/2003;17802.55;18148.87;17607.75;18062.29
15/09/2003;18062.29;18148.87;17889.13;17997.36
16/09/2003;18008.18;18105.58;17802.55;17813.38
17/09/2003;17807.96;18083.93;17715.98;18083.93
18/09/2003;18094.75;18527.64;17943.24;18495.18
19/09/2003;18495.18;18689.98;18397.78;18484.35
22/09/2003;18365.31;18365.31;17964.89;18062.29
23/09/2003;18073.11;18116.4;17770.09;17975.71
24/09/2003;17964.89;18094.75;17553.64;17640.22
25/09/2003;17618.58;17726.8;17239.8;17304.73
26/09/2003;17261.44;17586.11;17174.87;17196.51
29/09/2003;17283.09;17596.93;17185.69;17596.93
30/09/2003;17618.58;17748.44;17412.95;17445.42
01/10/2003;17477.89;18051.46;17369.67;17997.36
02/10/2003;18013.59;18549.29;17986.53;18365.31
03/10/2003;18376.13;18819.84;18376.13;18592.58
06/10/2003;18614.22;18809.02;18495.18;18765.73
07/10/2003;18798.2;19025.46;18581.75;18971.36
08/10/2003;19047.11;19447.53;18993;19317.67
09/10/2003;19339.31;19599.04;19036.29;19209.44
10/10/2003;19306.84;19328.49;18949.71;19231.09
13/10/2003;19306.84;19631.51;19306.84;19582.81
14/10/2003;19620.69;19783.02;19609.87;19739.73
15/10/2003;19729.17;19845.35;19359.51;19507.38
16/10/2003;19465.13;19591.87;19296.14;19444.01
17/10/2003;19444.01;19465.13;19074.35;19243.33
20/10/2003;19264.46;19961.53;19106.03;19887.59
21/10/2003;19855.91;20193.88;19855.91;20003.77
22/10/2003;19961.53;19961.53;19708.05;19781.98
23/10/2003;19454.57;19454.57;19032.1;19137.71
24/10/2003;19148.28;19275.02;18694.13;19264.46
27/10/2003;19169.4;19391.2;19053.22;19063.79
28/10/2003;19106.03;19676.36;18958.17;19676.36
29/10/2003;19697.48;19824.23;19306.7;19370.07
30/10/2003;19401.76;19549.62;19063.79;19433.45
31/10/2003;19359.51;19539.06;19169.4;19264.46
03/11/2003;19327.83;19898.16;19327.83;19898.16
04/11/2003;19898.16;20035.46;19729.17;19898.16
05/11/2003;19818.95;19877.03;19539.06;19570.74
06/11/2003;19539.06;20024.9;19486.25;19940.4
07/11/2003;20014.33;20225.57;19919.28;19993.21
10/11/2003;19961.53;19972.09;19729.17;19834.79
11/11/2003;19729.17;19792.54;19517.94;19686.92
12/11/2003;19676.36;20130.51;19496.81;20088.27
13/11/2003;20151.64;20341.75;19877.03;19940.4
14/11/2003;20014.33;20278.38;19887.59;20172.76
17/11/2003;19961.53;20098.83;19792.54;19877.03
18/11/2003;19908.72;20193.88;19887.59;19908.72
19/11/2003;19803.1;20067.14;19729.17;20024.9
20/11/2003;20204.44;20489.61;20046.02;20426.24
21/11/2003;20436.8;20552.98;20341.75;20415.68
24/11/2003;20574.1;20964.88;20510.73;20954.32
25/11/2003;20964.88;21102.18;20848.71;21081.06
26/11/2003;21091.62;21207.8;20912.08;20964.88
27/11/2003;21017.69;21154.99;20880.39;21154.99
28/11/2003;21081.06;21408.47;21059.94;21387.35
01/12/2003;21466.56;21757.01;21450.72;21757.01
02/12/2003;21751.72;21883.75;21661.95;21704.2
03/12/2003;21735.88;21852.06;21588.02;21788.69
04/12/2003;21793.97;21793.97;21514.09;21640.83
05/12/2003;21624.99;22179.47;21524.65;22179.47
08/12/2003;22073.86;22158.35;21957.68;22116.1
09/12/2003;22253.4;22654.75;22232.28;22528.01
10/12/2003;22528.01;22665.31;22168.91;22263.97
11/12/2003;22327.34;22760.36;22216.44;22538.57
12/12/2003;22644.19;22707.56;22126.66;22242.84
15/12/2003;22475.2;22644.19;21894.31;21947.12
16/12/2003;21894.31;22042.17;21704.2;21947.12
17/12/2003;21957.44;22452.72;21885.21;22380.49
18/12/2003;22318.58;22690.04;22256.67;22607.49
19/12/2003;22643.61;22880.93;22504.31;22514.63
22/12/2003;22566.22;22741.63;22535.26;22720.99
23/12/2003;22782.9;23123.41;22751.95;22834.5
26/12/2003;22731.31;22896.4;22617.81;22855.13
29/12/2003;22855.13;23195.64;22855.13;23154.36
30/12/2003;23216.27;23505.19;23216.27;23309.14
02/01/2004;22600;22880;22590;22810
05/01/2004;22870;23990;22870;23960
06/01/2004;23960;24390;23540;23950
07/01/2004;24050;24320;23620;23650
08/01/2004;23750;24080;23460;24080
09/01/2004;24060;24460;24030;24230
12/01/2004;24300;24720;24160;24600
13/01/2004;24700;24895;24230;24330
14/01/2004;24400;24550;23110;23790
15/01/2004;23750;23755;23080;23270
16/01/2004;23300;23580;22880;23380
19/01/2004;23410;23720;23190;23710
20/01/2004;23725;23990;23660;23970
21/01/2004;23960;24020;23390;23560
22/01/2004;22860;23470;22660;23130
23/01/2004;23250;23760;22860;23710
26/01/2004;23700;24520;23700;24510
27/01/2004;24600;24675;24080;24430
28/01/2004;24500;24700;23900;23920
29/01/2004;23790;23790;22360;22450
30/01/2004;22350;22750;21730;21820
02/02/2004;21890;21950;21350;21780
03/02/2004;21800;22360;21790;22340
04/02/2004;22400;22750;21560;21695
05/02/2004;21835;21990;20970;20980
06/02/2004;21000;22000;20550;21940
09/02/2004;22000;22500;21830;21940
10/02/2004;21830;22250;21660;22180
11/02/2004;22370;23310;21990;23300
12/02/2004;23355;23660;22900;23040
13/02/2004;23005;23320;22120;22460
16/02/2004;22400;22600;21840;22150
17/02/2004;22300;22430;21950;22320
18/02/2004;22945;23130;22130;22210
19/02/2004;22080;22080;21090;21160
20/02/2004;20900;21640;20010;21610
25/02/2004;21500;22060;21500;21970
26/02/2004;21820;21850;21370;21680
27/02/2004;21680;22010;21650;21900
01/03/2004;21950;22830;21950;22830
02/03/2004;22450;23020;22030;22660
03/03/2004;22820;23200;22350;22870
04/03/2004;22620;23000;22300;22510
05/03/2004;22590;23210;22570;23140
08/03/2004;23340;23660;23140;23280
09/03/2004;23380;23460;22640;22950
10/03/2004;22760;22880;21780;21780
11/03/2004;21300;21850;20780;20800
12/03/2004;21005;22000;20990;21920
15/03/2004;21750;21880;21220;21390
16/03/2004;21500;21840;21450;21810
17/03/2004;21980;22220;21890;22030
18/03/2004;22310;22580;21750;22560
19/03/2004;22530;22780;22320;22390
22/03/2004;22080;22140;21620;21800
23/03/2004;21900;22045;21180;21180
24/03/2004;21080;21290;20800;21080
25/03/2004;21150;21400;20600;20930
26/03/2004;21000;21700;20840;21580
29/03/2004;21670;21790;21370;21520
30/03/2004;21455;22100;21400;22095
31/03/2004;22065;22330;21830;22060
01/04/2004;22140;22800;22120;22640
02/04/2004;22665;23070;22560;22990
05/04/2004;23050;23320;22820;23220
06/04/2004;23210;23340;22870;23110
07/04/2004;23100;23190;22370;22390
08/04/2004;22420;22730;22230;22670
12/04/2004;22670;22900;22420;22760
13/04/2004;22750;23050;22540;22630
14/04/2004;22910;22910;22500;22800
15/04/2004;22800;22800;21770;21940
16/04/2004;21900;22320;21610;22000
19/04/2004;21995;22200;21650;21930
20/04/2004;21950;22080;21250;21270
22/04/2004;21110;21510;20940;21470
23/04/2004;21510;21930;21420;21900
26/04/2004;21900;22040;21520;21590
27/04/2004;21620;22010;21450;21590
28/04/2004;21580;21650;20650;20710
29/04/2004;20660;21000;19830;20050
30/04/2004;20030;20390;19680;19750
03/05/2004;19900;19980;19200;19930
04/05/2004;19900;20410;19880;20120
05/05/2004;20100;20490;19960;20200
06/05/2004;20180;20280;19350;19460
07/05/2004;19300;19500;18750;18800
10/05/2004;18275;18420;17790;17820
11/05/2004;17820;18800;17650;18770
12/05/2004;18760;18960;17980;18500
13/05/2004;18560;18800;17950;18570
14/05/2004;18550;19180;18300;18790
17/05/2004;18395;18400;18080;18270
18/05/2004;18240;18770;18240;18710
19/05/2004;18750;19320;18750;18830
20/05/2004;18785;18800;18260;18260
21/05/2004;18280;18590;18120;18370
24/05/2004;18540;18780;18410;18770
25/05/2004;18780;19000;18700;19000
26/05/2004;19000;19170;18780;19160
27/05/2004;19100;19880;18800;19800
28/05/2004;19850;20080;19610;19790
31/05/2004;19750;19880;19460;19590
01/06/2004;19570;19650;19190;19610
02/06/2004;19600;19990;19510;19750
03/06/2004;19745;19795;19310;19440
04/06/2004;19410;19950;19410;19780
07/06/2004;20100;20480;20015;20470
08/06/2004;20450;20560;20160;20300
09/06/2004;20310;20320;19780;19850
11/06/2004;19800;19960;19760;19770
14/06/2004;19600;19620;19330;19440
15/06/2004;19450;20060;19450;20040
16/06/2004;20430;20890;20430;20820
17/06/2004;20810;21160;20580;20750
18/06/2004;20750;20840;20350;20670
21/06/2004;20700;21080;20640;20720
22/06/2004;20700;20840;20410;20600
23/06/2004;20640;21300;20600;21290
24/06/2004;21340;21470;21060;21130
25/06/2004;21100;21370;20960;21140
28/06/2004;21340;21370;20640;20640
29/06/2004;20650;21235;20620;21190
30/06/2004;21180;21600;21110;21540
01/07/2004;21540;21750;21420;21750
02/07/2004;21720;22180;21650;22030
05/07/2004;21950;22180;21890;22110
06/07/2004;22140;22170;21480;21580
07/07/2004;21550;21800;21455;21520
08/07/2004;21570;21570;21100;21220
12/07/2004;21250;21920;21250;21910
13/07/2004;21900;22080;21710;22020
14/07/2004;21960;22380;21720;21980
15/07/2004;21975;22510;21960;22350
16/07/2004;22350;23010;22330;22760
19/07/2004;22750;22800;22280;22370
20/07/2004;22370;22700;22280;22660
21/07/2004;22730;22900;22000;22070
22/07/2004;22070;22270;21730;22055
23/07/2004;22030;22350;21730;21800
26/07/2004;21925;22180;21210;21500
27/07/2004;21500;22000;21390;21900
28/07/2004;21910;22420;21750;22370
29/07/2004;22370;22580;22160;22390
02/08/2004;22180;22640;22050;22580
03/08/2004;22620;22690;22430;22460
04/08/2004;22450;22660;22220;22250
05/08/2004;22255;22360;21220;21310
06/08/2004;21350;21790;21250;21700
09/08/2004;21850;21850;21270;21300
10/08/2004;21300;21810;21300;21780
11/08/2004;21750;21780;21430;21590
12/08/2004;21600;21770;21460;21580
13/08/2004;21580;21680;21310;21360
16/08/2004;21450;21870;21280;21770
17/08/2004;21760;22180;21750;22070
18/08/2004;22540;23370;22290;23340
19/08/2004;23250;23780;23250;23430
20/08/2004;23415;23920;23230;23690
23/08/2004;23790;23820;23250;23270
24/08/2004;23250;23620;23180;23310
25/08/2004;23330;23650;23190;23490
26/08/2004;23490;23500;22880;22980
27/08/2004;22950;23240;22880;22960
30/08/2004;22850;23310;22680;23260
31/08/2004;23260;23570;23050;23230
01/09/2004;23230;23380;22690;22880
02/09/2004;22810;23150;22600;23050
03/09/2004;22950;23150;22680;22700
06/09/2004;22780;22890;22750;22830
08/09/2004;22925;23330;22790;22790
09/09/2004;22770;22930;22360;22610
10/09/2004;22570;22610;22100;22210
13/09/2004;22320;22520;21960;22020
14/09/2004;22020;22610;21950;22560
15/09/2004;22560;22800;22400;22540
16/09/2004;22570;23150;22510;23130
17/09/2004;23130;23440;23120;23300
20/09/2004;23790;23790;23260;23260
21/09/2004;23240;23490;23100;23290
22/09/2004;23310;23570;22850;22890
23/09/2004;22890;23220;22800;23150
24/09/2004;23160;23280;22980;23130
27/09/2004;23040;23140;22850;22940
28/09/2004;22940;23430;22690;23360
29/09/2004;23410;23450;23150;23300
30/09/2004;23240;23560;23240;23370
01/10/2004;23380;23900;23370;23900
04/10/2004;24050;24260;23990;24230
05/10/2004;24230;24400;23950;24260
06/10/2004;24285;24285;23910;24070
07/10/2004;24040;24210;23820;24140
08/10/2004;24150;24450;23910;23910
11/10/2004;23980;24140;23930;24060
13/10/2004;24600;24600;23700;23910
14/10/2004;23900;23950;23440;23540
15/10/2004;23580;24030;23520;23860
18/10/2004;23800;24060;23560;24020
19/10/2004;24000;24200;23410;23440
20/10/2004;23430;23490;23060;23430
21/10/2004;23420;23670;23080;23590
22/10/2004;23565;23840;23160;23180
25/10/2004;22900;23140;22830;23080
26/10/2004;23075;23280;22970;23270
27/10/2004;23310;23720;23200;23650
28/10/2004;23645;23650;23220;23340
29/10/2004;23360;23480;23190;23430
01/11/2004;23400;23780;23280;23730
03/11/2004;24000;24210;23890;24050
04/11/2004;24000;24390;23950;24300
05/11/2004;24290;24410;23850;23930
08/11/2004;23890;23960;23410;23580
09/11/2004;23500;23700;23360;23520
10/11/2004;23550;23800;23550;23730
11/11/2004;23750;23860;23480;23850
12/11/2004;23900;24340;23850;24335
16/11/2004;24285;24350;23990;24075
17/11/2004;24050;24600;24050;24420
18/11/2004;24350;24580;24080;24380
19/11/2004;24400;24520;24000;24250
22/11/2004;24150;24760;23960;24720
23/11/2004;24795;24900;24480;24590
24/11/2004;24710;24880;24520;24540
25/11/2004;24600;25080;24550;25080
26/11/2004;24970;25280;24900;25200
29/11/2004;25390;25400;24790;25030
30/11/2004;24960;25340;24800;25330
01/12/2004;25390;25550;25240;25350
02/12/2004;25430;25470;25190;25300
03/12/2004;25390;25750;25350;25580
06/12/2004;25600;25840;25400;25730
07/12/2004;25740;25800;25000;25100
08/12/2004;25100;25150;24710;25060
09/12/2004;25085;25140;24480;24530
10/12/2004;24530;24980;24310;24950
13/12/2004;24950;25310;24850;25260
14/12/2004;25190;25590;25190;25580
15/12/2004;26260;26660;26080;26290
16/12/2004;26200;26600;26080;26450
17/12/2004;26520;26550;26170;26380
20/12/2004;26450;26600;26100;26230
21/12/2004;26230;26600;26000;26600
22/12/2004;26730;26730;26340;26480
23/12/2004;26350;26590;26100;26480
27/12/2004;26620;26700;26420;26580
28/12/2004;26620;26750;26590;26660
29/12/2004;26640;26750;26600;26740
30/12/2004;26750;26800;26650;26680
03/01/2005;26760;27040;26120;26140
04/01/2005;26220;26280;25220;25320
05/01/2005;25220;25450;24990;25090
06/01/2005;25195;25195;24620;24730
07/01/2005;24730;25290;24730;25080
10/01/2005;25200;25230;24390;24530
11/01/2005;24480;24790;24370;24690
12/01/2005;24780;24950;24230;24890
13/01/2005;24890;25280;24890;25100
14/01/2005;24950;25270;24740;25220
17/01/2005;25200;25240;24750;24770
18/01/2005;24700;24700;24210;24220
19/01/2005;24250;24690;24230;24380
20/01/2005;24195;24250;23680;23760
21/01/2005;23850;24160;23730;23930
24/01/2005;23980;24510;23780;24300
26/01/2005;24500;24730;24500;24650
27/01/2005;24400;24450;23930;24090
28/01/2005;24150;24150;23610;24000
31/01/2005;24200;24560;24140;24480
01/02/2005;24400;24640;24060;24110
02/02/2005;24110;24720;24090;24680
03/02/2005;24660;25000;24560;24920
04/02/2005;25000;25780;24920;25760
09/02/2005;26100;26400;26050;26400
10/02/2005;26400;26520;25900;26500
11/02/2005;26520;26850;26120;26630
14/02/2005;26620;26740;26270;26490
15/02/2005;26085;26670;25900;26560
16/02/2005;27000;27300;26770;26910
17/02/2005;26850;27790;26820;27620
18/02/2005;27690;27790;27150;27240
21/02/2005;27200;27670;27150;27280
22/02/2005;27200;27870;26900;27000
23/02/2005;26900;27580;26900;27500
24/02/2005;27900;28920;27900;28910
25/02/2005;28910;29260;28640;28830
28/02/2005;28850;28980;28140;28450
01/03/2005;28300;28430;27920;28090
02/03/2005;27950;28630;27660;28620
03/03/2005;28550;29200;28520;28920
04/03/2005;28900;29600;28550;29500
07/03/2005;29500;29960;29400;29750
08/03/2005;29640;29650;29120;29350
09/03/2005;29390;29500;28580;28620
10/03/2005;28630;28840;28220;28830
11/03/2005;28970;29340;28180;28320
14/03/2005;28300;28370;27850;28310
15/03/2005;28400;28560;27590;27770
16/03/2005;27900;28010;27340;27990
17/03/2005;27590;28390;27320;28180
18/03/2005;28180;28300;27520;27660
21/03/2005;27510;27720;27200;27480
22/03/2005;27480;28000;26380;26560
23/03/2005;26695;26800;26050;26250
24/03/2005;26700;26950;26470;26510
28/03/2005;26630;26650;26170;26210
29/03/2005;26150;26570;25770;25870
30/03/2005;26000;26490;25950;26480
31/03/2005;26470;26820;26210;26640
01/04/2005;26700;27300;26600;26710
05/04/2005;26360;26720;25880;25960
06/04/2005;25970;26250;25500;25650
07/04/2005;25650;26300;25605;26290
08/04/2005;26250;26300;25740;25790
11/04/2005;25790;25980;25680;25860
12/04/2005;25800;26340;25580;26240
13/04/2005;26740;27050;26410;26530
14/04/2005;26520;26600;25280;25370
15/04/2005;25250;25480;24880;24990
18/04/2005;24925;25380;24750;25320
19/04/2005;25340;25940;25320;25910
20/04/2005;26000;26180;25280;25450
22/04/2005;25725;25880;24940;25200
25/04/2005;25050;25700;25010;25600
26/04/2005;25590;25960;25380;25630
27/04/2005;25680;25720;25260;25620
28/04/2005;25650;25650;24630;24650
29/04/2005;24620;25040;24360;24880
02/05/2005;24935;25100;24660;24940
03/05/2005;24990;25220;24760;24970
04/05/2005;25000;25890;24960;25700
05/05/2005;25700;26020;25410;25760
06/05/2005;25660;26150;25660;25890
09/05/2005;25900;26030;25600;25750
10/05/2005;25690;25810;24810;25010
11/05/2005;25010;25090;24410;24980
12/05/2005;24990;25200;24200;24240
13/05/2005;24270;24510;23870;24100
16/05/2005;24100;24650;23930;24600
17/05/2005;24590;24750;24180;24650
18/05/2005;24610;25230;24600;25130
19/05/2005;25140;25180;24700;25080
20/05/2005;25000;25085;24630;24730
23/05/2005;24740;24850;24330;24330
24/05/2005;24350;24790;24170;24680
25/05/2005;24665;24890;24500;24680
27/05/2005;24885;25490;24885;25450
30/05/2005;25420;25840;25310;25590
31/05/2005;25570;25820;25350;25420
01/06/2005;25410;26175;25320;26130
02/06/2005;26150;26945;26100;26860
03/06/2005;26850;27000;26280;26540
06/06/2005;26280;26280;25270;25650
07/06/2005;25660;25780;25020;25100
08/06/2005;25100;25570;24660;24680
09/06/2005;24680;24720;24220;24460
10/06/2005;24470;25110;24405;24900
13/06/2005;24790;25350;24790;24840
14/06/2005;24860;25900;24280;25810
15/06/2005;26400;26400;25220;26200
16/06/2005;26200;26740;26200;26440
17/06/2005;26455;27040;26455;26830
20/06/2005;26750;26890;26460;26770
21/06/2005;26780;26880;26300;26430
22/06/2005;26440;26610;25960;26360
23/06/2005;26330;26550;25370;25380
24/06/2005;25380;25670;25300;25560
27/06/2005;25330;25940;25100;25770
28/06/2005;25770;26050;25630;25780
29/06/2005;25820;25980;25490;25570
30/06/2005;25600;25850;25460;25600
01/07/2005;25530;25830;25530;25730
04/07/2005;25500;25590;25300;25440
05/07/2005;25400;25460;24890;25050
06/07/2005;25050;25090;24580;24930
07/07/2005;24900;24970;24410;24740
08/07/2005;24825;24940;24580;24700
11/07/2005;24830;25430;24800;25390
12/07/2005;25390;25915;25280;25850
13/07/2005;25840;26410;25840;26270
14/07/2005;26250;26630;26000;26330
15/07/2005;26330;26400;25450;25490
18/07/2005;25410;25740;25260;25590
19/07/2005;25580;25600;25150;25460
20/07/2005;25420;26060;25080;25830
